/opt/miniconda3/envs/alon_env/lib/python3.9/site-packages/transformers/utils/generic.py:260: UserWarning: torch.utils._pytree._register_pytree_node is deprecated. Please use torch.utils._pytree.register_pytree_node instead.
  torch.utils._pytree._register_pytree_node(
##### CONTINUE TRAINING #####


## TEST RESULTS: ##
Test Loss: 0.22017294755622524		 Test MAE: 0.022717510163784028
             SED dist: 1.5588361214900361		 Val SED dist: 6.988608318826427


Epoch 2041/2500: Training Loss: 0.16480423747629358		 Val Loss: 0.6623306274414062
             Training MAE: 0.052385784685611725		 Val MAE: 0.0397760383784771
             Algebraic dist: 7.183924578238225		 Val Algebraic dist: 17.380830184273098
             Algebraic sqr dist: 142.31343410326087	  Val Algebraic sqr dist: 605.6300526494565
             RE1 dist: 71.15671705163044		 Val RE1 dist: 302.81502632472825
             SED dist: 1.5616477192312046		 Val SED dist: 6.575658383576767


Epoch 2042/2500: Training Loss: 0.17350123585134314		 Val Loss: 0.6796765534774117
             Training MAE: 0.05292951688170433		 Val MAE: 0.046106889843940735
             Algebraic dist: 7.547127101732337		 Val Algebraic dist: 17.815610139266305
             Algebraic sqr dist: 156.81568444293478	  Val Algebraic sqr dist: 659.9712975543479
             RE1 dist: 78.40784222146739		 Val RE1 dist: 329.98564877717394
             SED dist: 1.646787671075351		 Val SED dist: 6.737579345703125


Epoch 2043/2500: Training Loss: 0.16772759479025137		 Val Loss: 0.6921101860378099
             Training MAE: 0.052928417921066284		 Val MAE: 0.038567375391721725
             Algebraic dist: 7.327488553696784		 Val Algebraic dist: 18.32619045091712
             Algebraic sqr dist: 146.7229393115942	  Val Algebraic sqr dist: 666.1146399456521
             RE1 dist: 73.36147673233695		 Val RE1 dist: 333.0573412024456
             SED dist: 1.589292553887851		 Val SED dist: 6.876224020253057


Epoch 2044/2500: Training Loss: 0.16715140964673914		 Val Loss: 0.6770264998726223
             Training MAE: 0.05219143256545067		 Val MAE: 0.04115357995033264
             Algebraic dist: 7.2219410771908965		 Val Algebraic dist: 16.93748540463655
             Algebraic sqr dist: 143.69679857336956	  Val Algebraic sqr dist: 633.6962466032609
             RE1 dist: 71.84839928668478		 Val RE1 dist: 316.84812330163044
             SED dist: 1.586200879967731		 Val SED dist: 6.719694054645041


Epoch 2045/2500: Training Loss: 0.16559143342833588		 Val Loss: 0.6781727749368419
             Training MAE: 0.05273786187171936		 Val MAE: 0.03965027630329132
             Algebraic dist: 7.228232121122057		 Val Algebraic dist: 17.36478457243546
             Algebraic sqr dist: 146.3014889039855	  Val Algebraic sqr dist: 622.9878566576087
             RE1 dist: 73.15074445199275		 Val RE1 dist: 311.4939283288044
             SED dist: 1.569658030634341		 Val SED dist: 6.732861062754756


Epoch 2046/2500: Training Loss: 0.16257755998252094		 Val Loss: 0.6480832307235055
             Training MAE: 0.05209911987185478		 Val MAE: 0.04105518013238907
             Algebraic dist: 7.064146622367527		 Val Algebraic dist: 17.064792798913043
             Algebraic sqr dist: 137.9881255661232	  Val Algebraic sqr dist: 610.9782184103261
             RE1 dist: 68.9940627830616		 Val RE1 dist: 305.48910920516306
             SED dist: 1.5410294463669045		 Val SED dist: 6.429159413213315


Epoch 2047/2500: Training Loss: 0.1644455730051234		 Val Loss: 0.7581867549730383
             Training MAE: 0.05156589299440384		 Val MAE: 0.03994669392704964
             Algebraic dist: 7.091822527456975		 Val Algebraic dist: 18.068998917289402
             Algebraic sqr dist: 143.1725826539855	  Val Algebraic sqr dist: 640.5684442934783
             RE1 dist: 71.58629132699275		 Val RE1 dist: 320.2842221467391
             SED dist: 1.561245019885077		 Val SED dist: 7.533662215523098


Epoch 2048/2500: Training Loss: 0.16215595300646796		 Val Loss: 0.6826873862225077
             Training MAE: 0.05191886052489281		 Val MAE: 0.03840803727507591
             Algebraic dist: 7.034059386322464		 Val Algebraic dist: 17.51859714673913
             Algebraic sqr dist: 137.2005774456522	  Val Algebraic sqr dist: 640.9987262228261
             RE1 dist: 68.6002887228261		 Val RE1 dist: 320.49936311141306
             SED dist: 1.5371171149654665		 Val SED dist: 6.781762164572011


Epoch 2049/2500: Training Loss: 0.1637963004734205		 Val Loss: 0.6561936088230299
             Training MAE: 0.05190114676952362		 Val MAE: 0.03865626081824303
             Algebraic dist: 7.119227312613225		 Val Algebraic dist: 17.100711988366168
             Algebraic sqr dist: 138.21606091485506	  Val Algebraic sqr dist: 630.6431725543479
             RE1 dist: 69.10803045742753		 Val RE1 dist: 315.32158627717394
             SED dist: 1.5539736540421196		 Val SED dist: 6.515844593877378


Epoch 2050/2500: Training Loss: 0.16466740594393964		 Val Loss: 0.6751289367675781
             Training MAE: 0.052325449883937836		 Val MAE: 0.041184552013874054
             Algebraic dist: 7.100614685943161		 Val Algebraic dist: 17.327754808508832
             Algebraic sqr dist: 138.41619961503622	  Val Algebraic sqr dist: 590.7295346467391
             RE1 dist: 69.20810688405797		 Val RE1 dist: 295.3647885529891
             SED dist: 1.5618832353232563		 Val SED dist: 6.700465990149456


Epoch 2051/2500: Training Loss: 0.1636994126914204		 Val Loss: 0.6579055786132812
             Training MAE: 0.05205675959587097		 Val MAE: 0.04131634905934334
             Algebraic dist: 7.081075474835824		 Val Algebraic dist: 17.511636485224184
             Algebraic sqr dist: 138.28733582427537	  Val Algebraic sqr dist: 636.1913637907609
             RE1 dist: 69.14368206521739		 Val RE1 dist: 318.09568189538044
             SED dist: 1.5530493915944859		 Val SED dist: 6.52727342688519


Epoch 2052/2500: Training Loss: 0.1712854910587919		 Val Loss: 0.655019469883131
             Training MAE: 0.052728500217199326		 Val MAE: 0.042222000658512115
             Algebraic dist: 7.427913057631341		 Val Algebraic dist: 18.21312415081522
             Algebraic sqr dist: 147.18946727807972	  Val Algebraic sqr dist: 692.252590013587
             RE1 dist: 73.5947407155797		 Val RE1 dist: 346.12631623641306
             SED dist: 1.6255027660425159		 Val SED dist: 6.495472120202106


Epoch 2053/2500: Training Loss: 0.16537171515865604		 Val Loss: 0.6389352964318317
             Training MAE: 0.05339118838310242		 Val MAE: 0.03923419862985611
             Algebraic dist: 7.344472691632699		 Val Algebraic dist: 18.02690588909647
             Algebraic sqr dist: 148.07021342844203	  Val Algebraic sqr dist: 667.5667034646739
             RE1 dist: 74.03512086730072		 Val RE1 dist: 333.78335173233694
             SED dist: 1.5644411833389946		 Val SED dist: 6.341759059740149


Epoch 2054/2500: Training Loss: 0.16497971355051233		 Val Loss: 0.7422690184220023
             Training MAE: 0.05199184641242027		 Val MAE: 0.04032314941287041
             Algebraic dist: 7.190301867498868		 Val Algebraic dist: 18.67880514393682
             Algebraic sqr dist: 140.51377094655797	  Val Algebraic sqr dist: 681.4228515625
             RE1 dist: 70.25688547327898		 Val RE1 dist: 340.71142578125
             SED dist: 1.5646534795346467		 Val SED dist: 7.373518570609715


Epoch 2055/2500: Training Loss: 0.17089119510374207		 Val Loss: 0.7073712556258492
             Training MAE: 0.05283421277999878		 Val MAE: 0.040226683020591736
             Algebraic dist: 7.4096100295799365		 Val Algebraic dist: 18.421463676120926
             Algebraic sqr dist: 151.16445878623188	  Val Algebraic sqr dist: 664.7155655570652
             RE1 dist: 75.5822364696558		 Val RE1 dist: 332.3577827785326
             SED dist: 1.6223841128141985		 Val SED dist: 7.025474216627038


Epoch 2056/2500: Training Loss: 0.162529820981233		 Val Loss: 0.658471853836723
             Training MAE: 0.05162652209401131		 Val MAE: 0.041239917278289795
             Algebraic dist: 7.21788135473279		 Val Algebraic dist: 17.42983212678329
             Algebraic sqr dist: 142.0080955615942	  Val Algebraic sqr dist: 655.1918308423913
             RE1 dist: 71.0040477807971		 Val RE1 dist: 327.5959154211956
             SED dist: 1.5421088398366734		 Val SED dist: 6.535721488620924


Epoch 2057/2500: Training Loss: 0.16561918673308		 Val Loss: 0.63406284995701
             Training MAE: 0.05208377540111542		 Val MAE: 0.04198230803012848
             Algebraic dist: 7.119336114413496		 Val Algebraic dist: 17.5233910602072
             Algebraic sqr dist: 140.036670629529	  Val Algebraic sqr dist: 690.8732167119565
             RE1 dist: 70.0183353147645		 Val RE1 dist: 345.43660835597825
             SED dist: 1.5710517772729846		 Val SED dist: 6.288955025050951


Epoch 2058/2500: Training Loss: 0.1642589707305466		 Val Loss: 0.6533147148464037
             Training MAE: 0.05309287831187248		 Val MAE: 0.040036190301179886
             Algebraic dist: 7.255589139634284		 Val Algebraic dist: 17.565334154211957
             Algebraic sqr dist: 141.5825832201087	  Val Algebraic sqr dist: 665.7014690896739
             RE1 dist: 70.79129161005434		 Val RE1 dist: 332.85073454483694
             SED dist: 1.554803931194803		 Val SED dist: 6.485634845236073


Epoch 2059/2500: Training Loss: 0.16632838871168054		 Val Loss: 0.6443320149960725
             Training MAE: 0.05300110578536987		 Val MAE: 0.03954256325960159
             Algebraic dist: 7.215616861979167		 Val Algebraic dist: 17.371400252632473
             Algebraic sqr dist: 144.08405514039856	  Val Algebraic sqr dist: 579.5032269021739
             RE1 dist: 72.04202757019928		 Val RE1 dist: 289.75161345108694
             SED dist: 1.5765520178753396		 Val SED dist: 6.397636081861413


Epoch 2060/2500: Training Loss: 0.16447754182677338		 Val Loss: 0.675285588140073
             Training MAE: 0.05161994695663452		 Val MAE: 0.04328309744596481
             Algebraic dist: 7.084450542062953		 Val Algebraic dist: 17.3374779742697
             Algebraic sqr dist: 137.7903079710145	  Val Algebraic sqr dist: 591.0199133831521
             RE1 dist: 68.89515398550725		 Val RE1 dist: 295.5099779211956
             SED dist: 1.5620381452035212		 Val SED dist: 6.699341483738111


Epoch 2061/2500: Training Loss: 0.17009366076925528		 Val Loss: 0.6820043480914572
             Training MAE: 0.05264105275273323		 Val MAE: 0.03929465264081955
             Algebraic dist: 7.229626641757246		 Val Algebraic dist: 18.1405493694803
             Algebraic sqr dist: 139.70337975543478	  Val Algebraic sqr dist: 639.40625
             RE1 dist: 69.85168987771739		 Val RE1 dist: 319.703125
             SED dist: 1.6145792422087297		 Val SED dist: 6.77308057702106


Epoch 2062/2500: Training Loss: 0.16399578426195227		 Val Loss: 0.6613624406897504
             Training MAE: 0.05143432691693306		 Val MAE: 0.038300517946481705
             Algebraic dist: 7.1656993921252266		 Val Algebraic dist: 17.85396542756454
             Algebraic sqr dist: 143.38843127264494	  Val Algebraic sqr dist: 667.2309782608696
             RE1 dist: 71.69421563632247		 Val RE1 dist: 333.6154891304348
             SED dist: 1.5572593799535779		 Val SED dist: 6.567849864130435


Epoch 2063/2500: Training Loss: 0.16461420750272446		 Val Loss: 0.6821828095809274
             Training MAE: 0.052285779267549515		 Val MAE: 0.03998648375272751
             Algebraic dist: 7.176932514577672		 Val Algebraic dist: 18.68447610606318
             Algebraic sqr dist: 138.80185688405797	  Val Algebraic sqr dist: 694.8471467391304
             RE1 dist: 69.40092844202898		 Val RE1 dist: 347.4235733695652
             SED dist: 1.5604563174040422		 Val SED dist: 6.77228247601053


Epoch 2064/2500: Training Loss: 0.16244552446448285		 Val Loss: 0.6336588237596594
             Training MAE: 0.052793972194194794		 Val MAE: 0.03862423077225685
             Algebraic dist: 7.129867774852808		 Val Algebraic dist: 17.540256666100543
             Algebraic sqr dist: 139.64631453804347	  Val Algebraic sqr dist: 633.905613111413
             RE1 dist: 69.8231643455616		 Val RE1 dist: 316.9528065557065
             SED dist: 1.5374179784802422		 Val SED dist: 6.290489528490149


Epoch 2065/2500: Training Loss: 0.1657941790594571		 Val Loss: 0.6458183371502421
             Training MAE: 0.052653007209300995		 Val MAE: 0.03856953606009483
             Algebraic dist: 7.221048548601676		 Val Algebraic dist: 17.383682914402176
             Algebraic sqr dist: 142.03886435688406	  Val Algebraic sqr dist: 629.2009171195652
             RE1 dist: 71.01943217844203		 Val RE1 dist: 314.6004797894022
             SED dist: 1.5711443251457766		 Val SED dist: 6.412835162618886


Epoch 2066/2500: Training Loss: 0.16513195590696472		 Val Loss: 0.6951341214387313
             Training MAE: 0.052060239017009735		 Val MAE: 0.04055460914969444
             Algebraic dist: 7.189557061679121		 Val Algebraic dist: 17.77077583644701
             Algebraic sqr dist: 141.93087635869566	  Val Algebraic sqr dist: 647.8496518342391
             RE1 dist: 70.96543817934783		 Val RE1 dist: 323.9248471467391
             SED dist: 1.5662016937698142		 Val SED dist: 6.903763480808424


Epoch 2067/2500: Training Loss: 0.16577355758003567		 Val Loss: 0.7942481662916101
             Training MAE: 0.052063703536987305		 Val MAE: 0.03768632188439369
             Algebraic dist: 7.115823496942935		 Val Algebraic dist: 19.0505198603091
             Algebraic sqr dist: 139.820850317029	  Val Algebraic sqr dist: 705.0695482336956
             RE1 dist: 69.9104251585145		 Val RE1 dist: 352.5347953464674
             SED dist: 1.573271820510643		 Val SED dist: 7.899770322053329


Epoch 2068/2500: Training Loss: 0.16461437335912732		 Val Loss: 0.7147212650464929
             Training MAE: 0.05276601389050484		 Val MAE: 0.039304543286561966
             Algebraic dist: 7.1770904098731885		 Val Algebraic dist: 18.46206399668818
             Algebraic sqr dist: 140.91751585144928	  Val Algebraic sqr dist: 668.1897078804348
             RE1 dist: 70.45875792572464		 Val RE1 dist: 334.0948539402174
             SED dist: 1.5592200237771738		 Val SED dist: 7.099936443826427


Epoch 2069/2500: Training Loss: 0.16277957308119623		 Val Loss: 0.7202441174051036
             Training MAE: 0.0523940809071064		 Val MAE: 0.040280669927597046
             Algebraic dist: 7.137425961701767		 Val Algebraic dist: 18.081414264181387
             Algebraic sqr dist: 139.4039996603261	  Val Algebraic sqr dist: 716.2765794836956
             RE1 dist: 69.70199983016305		 Val RE1 dist: 358.1382897418478
             SED dist: 1.5423744312231091		 Val SED dist: 7.15347024668818


Epoch 2070/2500: Training Loss: 0.16882564710534137		 Val Loss: 0.7111332934835682
             Training MAE: 0.052767228335142136		 Val MAE: 0.04018472135066986
             Algebraic dist: 7.314731763756794		 Val Algebraic dist: 18.1114501953125
             Algebraic sqr dist: 148.74462182971016	  Val Algebraic sqr dist: 670.6985394021739
             RE1 dist: 74.37231091485508		 Val RE1 dist: 335.3492909307065
             SED dist: 1.6020397241564766		 Val SED dist: 7.061971913213315


Epoch 2071/2500: Training Loss: 0.17557940275772757		 Val Loss: 0.6963123653246008
             Training MAE: 0.05266397073864937		 Val MAE: 0.04008430987596512
             Algebraic dist: 7.506124745244565		 Val Algebraic dist: 18.029170824133832
             Algebraic sqr dist: 157.16734601449275	  Val Algebraic sqr dist: 657.0281504755435
